source_city,destination_city,km,fuel,toll
Parede,São João das Lampas,20.39,2.24,1.78
Parede,Resende,293.05,26.29,2.12
Parede,Vila Frescainha,321.78,28.89,4.3
Feira,Parede,257.45,31.12,2.03
Avintes,Parede,276.66,32.8,4.56
Parede,Reguengos de Monsaraz,161.89,18.59,3.76
Oliveirinha,Parede,222.48,29.4,0.77
Parede,Valadares,273.5,39.63,4.94
Parede,São Brás de Alportel,214.77,18.17,1.57
Parede,Santo André,85.73,11.25,3.3
Murtosa,Parede,235.11,25.79,1.99
Parede,São João de Ver,260.28,28.72,2.33
Grijó,Parede,267.86,32.23,0.66
Parede,Vouzela,249.36,32.56,0.02
Montalegre,Parede,372.28,38.94,1.41
Cunha Alta,Parede,255.48,26.25,3.68
Melres,Parede,276.18,37.27,2.53
Parede,Vila Franca do Campo,1410.44,106.53,4.67
Estreito de Câmara de Lobos,Parede,960.42,50.68,0.86
Oliveira de Frades,Parede,247.88,28.87,2.39
Ericeira,Parede,30.34,3.31,0.04
Moimenta da Beira,Parede,294.57,42.0,4.99
Parede,Sobral de Monte Agraço,40.14,4.34,4.9
Parede,Setúbal,44.58,4.83,4.59
Parede,Praia do Carvoeiro,193.4,11.59,2.92
Parede,Santa Clara,184.1,21.27,3.07
Maceira,Parede,117.45,14.95,0.59
Parede,Trancoso,288.84,31.75,2.53
Carregal do Sal,Parede,225.64,20.67,2.23
Idanha-a-Nova,Parede,227.98,15.45,0.66
Guifões,Parede,284.66,39.15,1.87
Parede,Pinhel,303.93,32.93,1.44
Mortágua,Parede,212.17,20.19,0.58
Parede,Tavarede,169.4,10.27,4.52
Aljustrel,Parede,138.09,7.94,0.94
Melgaço,Parede,391.23,37.57,0.25
Parede,Paredes de Coura,363.67,39.83,0.33
Gondizalves,Parede,325.57,39.51,1.58
Parede,Rebordosa,291.47,42.37,3.51
Parede,Vinhais,400.57,53.01,4.93
Carregado,Parede,49.36,3.29,4.43
Caxias,Parede,6.45,0.6,3.88
Almargem,Parede,18.66,1.39,0.97
Aver-o-Mar,Parede,305.12,41.6,1.94
Parede,Vila Nova de Cerveira,364.25,40.3,0.57
Parede,Ponta do Sol,967.14,84.37,0.41
Parede,Rabo de Peixe,1422.04,81.75,2.45
Lourosa,Parede,263.47,16.58,0.18
Ferreira do Zêzere,Parede,145.23,8.17,0.18
Parede,Torre de Moncorvo,336.98,32.59,2.43
Chamusca,Parede,105.94,6.46,4.64
Alcochete,Lousã,162.73,17.24,1.56
Lousã,Montemor-o-Novo,162.39,12.29,3.55
Lousã,Peso da Régua,122.94,15.67,0.41
Condeixa-a-Nova,Lousã,21.58,1.63,3.27
Lousã,São Pedro do Sul,72.42,7.27,1.62
Lousã,Sobrado de Paiva,103.51,12.28,2.99
Lousã,Ponte de Sôr,98.14,5.52,4.1
Cabeceiras de Basto,Lousã,157.32,10.47,0.78
Lousã,Quarteira,338.04,49.55,4.65
Lousã,Sertã,36.81,2.49,0.53
Batalha,Lousã,70.45,8.56,1.92
Lousã,Macedo de Cavaleiros,192.0,22.0,3.51
Lousã,Ramada,166.49,13.27,1.09
Lousã,Serpa,248.66,20.59,1.97
Castro Daire,Lousã,91.4,4.59,4.37
Lousã,Penacova,17.2,2.23,1.41
Lousã,Moura,229.58,16.88,0.24
Lousã,Sobreda,181.6,26.58,2.49
Lousã,Nazaré,90.33,12.51,4.04
Grândola,Lousã,216.69,24.41,0.23
Anta,Lousã,104.4,11.45,1.25
Falagueira,Lousã,172.31,10.42,0.51
Cadaval,Lousã,120.53,10.86,0.44
Lousã,Valbom,116.54,7.99,0.17
Horta,Lousã,1762.77,92.29,0.79
Estremoz,Lousã,152.0,12.39,1.67
Lousã,Sines,245.44,19.37,0.27
Lousã,São Martinho do Bispo,22.31,2.91,4.17
Lousã,Valença,215.22,15.7,3.14
Gouveia,Lousã,69.83,8.85,0.02
Lousã,Nelas,56.15,4.45,0.22
Gafanha da Nazaré,Lousã,70.26,4.97,4.89
Alcanena,Lousã,81.07,9.52,3.41
Arruda dos Vinhos,Lousã,143.81,15.58,4.28
Lousã,Ribeira Brava,1142.2,130.96,0.28
Aldeia de Paio Pires,Lousã,179.72,17.11,3.49
Fátima,Lousã,64.86,4.51,1.27
Bombarral,Lousã,122.14,8.59,3.4
Lousã,Vila Pouca de Aguiar,160.79,16.88,0.75
Lousã,Miranda do Corvo,7.5,0.84,3.68
Lamaçães,Lousã,159.5,16.45,2.2
Alcácer do Sal,Lousã,194.54,9.74,3.02
Lousã,Vieira do Minho,169.16,19.17,4.64
Lousã,Moreira,130.68,13.72,0.16
Aldoar,Lousã,122.64,17.17,4.01
Lousã,São Félix da Marinha,107.17,14.29,0.69
Lousã,Sabugal,102.03,10.59,2.49
Lousã,Mira,54.44,3.8,2.23
Lousã,Sátão,82.32,7.97,3.04
Arcozelo,Lousã,109.86,11.98,1.28
Lousã,Sever do Vouga,67.86,4.98,4.47
Arganil,Lousã,20.19,1.39,3.9
Lousã,Tábua,33.57,2.2,1.19
Lousã,Ponte da Barca,188.83,15.62,2.06
Eiras,Lousã,20.85,2.62,1.01
Alijó,Lousã,144.78,17.26,4.58
Lousã,Vendas Novas,160.27,22.14,1.16
Lousã,Portela,165.31,23.6,4.35
Costa de Caparica,Lousã,183.89,14.07,3.49
Lousã,Óbidos,114.15,7.51,0.05
Ansião,Lousã,26.94,3.0,0.56
Lousã,Santa Comba Dão,33.23,3.59,1.52
Calheta,Lousã,1143.51,164.55,2.22
Esmoriz,Lousã,99.75,5.23,0.11
Lousã,São João das Lampas,170.97,19.93,2.73
Lousã,Resende,112.5,8.49,1.33
Lousã,Vila Frescainha,161.79,16.42,4.31
Feira,Lousã,93.69,12.59,2.38
Avintes,Lousã,113.36,16.05,0.47
Lousã,Reguengos de Monsaraz,198.08,27.77,1.08
Lousã,Oliveirinha,62.3,4.93,1.65
Lousã,Valadares,113.91,6.92,4.73
Lousã,São Brás de Alportel,330.38,38.89,4.54
Lousã,Santo André,231.81,30.14,2.9
Lousã,Murtosa,76.89,9.73,4.17
Lousã,São João de Ver,96.88,6.24,4.23
Grijó,Lousã,105.81,6.85,0.64
Lousã,Vouzela,68.76,4.03,2.44
Lousã,Montalegre,193.91,15.25,0.41
Cunha Alta,Lousã,71.83,5.79,3.81
Lousã,Melres,106.94,13.03,0.78
Lousã,Vila Franca do Campo,1511.63,94.31,3.1
Estreito de Câmara de Lobos,Lousã,1137.69,126.47,1.8
Lousã,Oliveira de Frades,68.98,6.63,2.27
Ericeira,Lousã,162.42,21.41,1.72
Lousã,Moimenta da Beira,110.35,15.94,3.72
Lousã,Sobral de Monte Agraço,144.31,10.43,4.95
Lousã,Setúbal,184.91,12.08,0.61
Lousã,Praia do Carvoeiro,334.96,37.44,4.74
Lousã,Santa Clara,18.48,1.87,1.04
Lousã,Maceira,72.96,7.34,1.08
Lousã,Trancoso,106.48,8.74,0.11
Carregal do Sal,Lousã,41.35,5.99,4.2
Idanha-a-Nova,Lousã,88.86,5.93,3.44
Guifões,Lousã,125.95,8.72,2.25
Lousã,Pinhel,124.79,7.08,2.7
Lousã,Mortágua,31.36,4.63,1.57
Lousã,Tavarede,51.27,5.58,2.02
Aljustrel,Lousã,248.22,22.58,3.92
Lousã,Melgaço,222.58,17.23,2.88
Lousã,Paredes de Coura,201.47,29.55,1.3
Gondizalves,Lousã,159.78,10.87,4.07
Lousã,Rebordosa,123.46,14.47,1.78
Lousã,Vinhais,216.41,17.13,3.09
Carregado,Lousã,136.48,10.55,2.61
Caxias,Lousã,180.44,24.91,3.51
Almargem,Lousã,165.81,13.98,4.79
Aver-o-Mar,Lousã,150.03,8.06,0.8
Lousã,Vila Nova de Cerveira,207.22,25.33,0.71
Lousã,Ponta do Sol,1143.95,99.36,1.51
Lousã,Rabo de Peixe,1521.85,125.63,3.61
Lourosa,Lousã,100.05,14.88,1.41
Ferreira do Zêzere,Lousã,45.91,6.02,1.56
Lousã,Torre de Moncorvo,153.14,17.44,1.14
Chamusca,Lousã,85.99,11.1,4.89
Alcochete,Montemor-o-Novo,65.77,6.72,4.98
Alcochete,Peso da Régua,285.48,36.98,0.03
Alcochete,Condeixa-a-Nova,156.27,8.7,3.99
Alcochete,São Pedro do Sul,234.35,24.11,4.19
Alcochete,Sobrado de Paiva,260.8,24.65,4.93
Alcochete,Ponte de Sôr,98.88,12.54,3.68
Alcochete,Cabeceiras de Basto,317.36,17.69,4.77
Alcochete,Quarteira,201.82,28.51,3.8
Alcochete,Sertã,137.79,7.36,4.79
Alcochete,Batalha,101.16,6.19,0.75
Alcochete,Macedo de Cavaleiros,352.83,43.74,0.35
Alcochete,Ramada,20.72,2.55,4.28
Alcochete,Serpa,151.08,13.06,0.59
Alcochete,Castro Daire,253.85,31.89,0.05
Alcochete,Penacova,178.1,18.94,1.0
Alcochete,Moura,148.5,16.47,1.56
Alcochete,Sobreda,23.12,3.04,0.2
Alcochete,Nazaré,94.22,6.0,4.3
Alcochete,Grândola,72.76,6.32,3.8
Alcochete,Anta,251.69,16.93,4.01
Alcochete,Falagueira,23.06,1.99,3.64
Alcochete,Cadaval,56.23,6.14,2.66
Alcochete,Valbom,266.18,13.34,3.98
Alcochete,Horta,1709.53,155.63,3.75
Alcochete,Estremoz,119.64,7.49,2.66
Alcochete,Sines,89.27,6.23,3.69
Alcochete,São Martinho do Bispo,166.71,20.82,3.31
Alcochete,Valença,364.49,52.2,3.68
Alcochete,Gouveia,226.21,30.85,3.65
Alcochete,Nelas,217.57,21.84,4.5
Alcochete,Gafanha da Nazaré,209.56,12.28,3.83
Alcanena,Alcochete,82.09,5.34,1.38
Alcochete,Arruda dos Vinhos,26.93,3.95,2.83
Alcochete,Ribeira Brava,995.79,58.23,1.27
Alcochete,Aldeia de Paio Pires,17.4,1.4,2.52
Alcochete,Fátima,99.92,10.95,0.96
Alcochete,Bombarral,59.34,6.2,4.64
Alcochete,Vila Pouca de Aguiar,323.34,19.96,2.78
Alcochete,Miranda do Corvo,158.77,23.15,0.95
Alcochete,Lamaçães,313.43,25.82,4.26
Alcochete,Alcácer do Sal,57.68,2.9,2.44
Alcochete,Vieira do Minho,327.24,38.96,2.39
Alcochete,Moreira,278.11,27.14,1.38
Alcochete,Aldoar,269.23,33.74,2.55
Alcochete,São Félix da Marinha,254.64,34.06,1.76
Alcochete,Sabugal,239.35,12.94,0.91
Alcochete,Mira,186.77,16.86,4.12
Alcochete,Sátão,244.13,18.0,1.0
Alcochete,Arcozelo,256.87,18.11,4.53
Alcochete,Sever do Vouga,223.65,31.01,2.62
Alcochete,Arganil,180.18,10.46,0.04
Alcochete,Tábua,195.86,10.95,2.2
Alcochete,Ponte da Barca,342.06,17.11,3.37
Alcochete,Eiras,171.41,24.76,2.11
Alcochete,Alijó,307.32,20.22,3.19
Alcochete,Vendas Novas,44.78,5.1,3.36
Alcochete,Portela,13.41,0.98,1.23
Alcochete,Costa de Caparica,26.88,1.74,1.26
Alcochete,Óbidos,69.46,4.96,1.37
Alcochete,Ansião,136.73,19.99,4.39
Alcochete,Santa Comba Dão,195.85,26.9,2.44
Alcochete,Calheta,997.88,61.07,3.04
Alcochete,Esmoriz,246.65,17.71,4.4
Alcochete,São João das Lampas,41.96,3.78,1.33
Alcochete,Resende,274.3,16.21,0.77
Alcochete,Vila Frescainha,310.25,45.41,3.24
Alcochete,Feira,243.59,17.08,4.09
Alcochete,Avintes,263.41,26.4,4.71
Alcochete,Reguengos de Monsaraz,129.93,16.84,2.38
Alcochete,Oliveirinha,208.11,16.98,2.65
Alcochete,Valadares,261.09,27.25,4.85
Alcochete,São Brás de Alportel,201.78,27.54,1.81
Alcochete,Santo André,77.99,6.26,2.54
Alcochete,Murtosa,221.74,20.88,3.68
Alcochete,São João de Ver,246.59,34.36,0.08
Alcochete,Grijó,254.71,17.78,3.99
Alcochete,Vouzela,230.27,13.53,0.2
Alcochete,Montalegre,354.97,51.44,3.97
Alcochete,Cunha Alta,232.04,19.38,1.9
Alcochete,Melres,261.31,26.85,0.96
Alcochete,Vila Franca do Campo,1444.81,143.27,2.37
Alcochete,Estreito de Câmara de Lobos,990.88,139.11,2.34
Alcochete,Oliveira de Frades,229.47,33.06,3.82
Alcochete,Ericeira,45.68,2.83,1.61
Alcochete,Moimenta da Beira,272.68,30.04,1.83
Alcochete,Sobral de Monte Agraço,33.34,3.15,4.71
Alcochete,Setúbal,26.32,3.11,1.65
Alcochete,Praia do Carvoeiro,188.79,15.83,4.32
Alcochete,Santa Clara,165.59,10.55,1.77
Alcochete,Maceira,103.87,13.61,1.27
Alcochete,Trancoso,264.09,29.95,3.82
Alcochete,Carregal do Sal,203.76,11.52,2.63
Alcochete,Idanha-a-Nova,196.98,28.09,1.0
Alcochete,Guifões,272.74,27.75,1.39
Alcochete,Pinhel,277.54,14.51,0.25
Alcochete,Mortágua,192.46,21.37,4.47
Alcochete,Tavarede,156.99,20.46,1.58
Alcochete,Aljustrel,119.72,7.03,3.28
Alcochete,Melgaço,377.87,32.69,0.26
Alcochete,Paredes de Coura,352.08,30.55,3.76
Alcochete,Gondizalves,312.48,37.6,0.6
Alcochete,Rebordosa,277.22,28.05,2.65
Alcochete,Vinhais,378.6,49.88,1.8
Alcochete,Carregado,29.02,1.67,0.34
Alcochete,Caxias,28.71,3.96,2.51
Alcochete,Almargem,28.86,3.71,3.05
Alcochete,Aver-o-Mar,294.54,20.55,1.41
Alcochete,Vila Nova de Cerveira,354.11,51.53,1.18
Alcochete,Ponta do Sol,997.77,96.36,2.26
Alcochete,Rabo de Peixe,1456.34,107.15,3.91
Alcochete,Lourosa,249.86,32.95,3.19
Alcochete,Ferreira do Zêzere,120.09,6.08,4.31
Alcochete,Torre de Moncorvo,313.11,19.96,2.7
Alcochete,Chamusca,78.89,9.94,1.34
Montemor-o-Novo,Peso da Régua,281.43,33.35,4.4
Condeixa-a-Nova,Montemor-o-Novo,164.66,10.39,4.57
Montemor-o-Novo,São Pedro do Sul,233.52,16.69,3.94
Montemor-o-Novo,Sobrado de Paiva,265.9,24.45,0.8
Montemor-o-Novo,Ponte de Sôr,68.75,4.37,2.66
Cabeceiras de Basto,Montemor-o-Novo,318.84,29.0,3.45
Montemor-o-Novo,Quarteira,175.72,19.58,0.44
Montemor-o-Novo,Sertã,128.16,13.65,1.2
Batalha,Montemor-o-Novo,123.86,6.6,4.03
Macedo de Cavaleiros,Montemor-o-Novo,337.87,42.33,4.1
Montemor-o-Novo,Ramada,86.43,5.46,1.97
Montemor-o-Novo,Serpa,96.95,6.46,2.6
Castro Daire,Montemor-o-Novo,250.99,29.98,3.32
Montemor-o-Novo,Penacova,179.54,17.49,3.02
Montemor-o-Novo,Moura,87.69,6.89,3.56
Montemor-o-Novo,Sobreda,84.71,7.85,4.81
Montemor-o-Novo,Nazaré,128.55,16.84,0.08
Grândola,Montemor-o-Novo,60.87,8.26,2.56
Anta,Montemor-o-Novo,264.06,31.23,1.34
Falagueira,Montemor-o-Novo,88.63,4.51,0.53
Cadaval,Montemor-o-Novo,101.49,10.39,4.21
Montemor-o-Novo,Valbom,277.35,27.13,4.13
Horta,Montemor-o-Novo,1775.1,227.72,2.86
Estremoz,Montemor-o-Novo,58.66,4.82,0.88
Montemor-o-Novo,Sines,95.73,5.82,2.44
Montemor-o-Novo,São Martinho do Bispo,174.55,13.34,1.43
Montemor-o-Novo,Valença,376.79,38.19,0.29
Gouveia,Montemor-o-Novo,212.12,25.08,4.13
Montemor-o-Novo,Nelas,209.63,18.98,1.43
Gafanha da Nazaré,Montemor-o-Novo,224.34,11.88,2.01
Alcanena,Montemor-o-Novo,97.96,13.43,3.32
Arruda dos Vinhos,Montemor-o-Novo,82.58,7.1,4.92
Montemor-o-Novo,Ribeira Brava,1039.11,72.14,3.63
Aldeia de Paio Pires,Montemor-o-Novo,74.87,8.34,2.02
Fátima,Montemor-o-Novo,115.06,11.75,1.99
Bombarral,Montemor-o-Novo,106.55,6.63,1.58
Montemor-o-Novo,Vila Pouca de Aguiar,318.51,43.71,3.76
Miranda do Corvo,Montemor-o-Novo,161.3,18.14,0.13
Lamaçães,Montemor-o-Novo,321.74,22.39,0.52
Alcácer do Sal,Montemor-o-Novo,40.23,3.7,0.58
Montemor-o-Novo,Vieira do Minho,331.33,42.9,3.95
Montemor-o-Novo,Moreira,290.89,15.56,2.68
Aldoar,Montemor-o-Novo,282.38,23.73,0.86
Montemor-o-Novo,São Félix da Marinha,266.97,25.21,3.39
Montemor-o-Novo,Sabugal,212.37,18.7,4.57
Mira,Montemor-o-Novo,202.45,10.34,2.87
Montemor-o-Novo,Sátão,235.25,21.11,1.64
Arcozelo,Montemor-o-Novo,269.53,20.06,4.57
Montemor-o-Novo,Sever do Vouga,229.82,30.74,0.1
Arganil,Montemor-o-Novo,174.68,17.96,3.15
Montemor-o-Novo,Tábua,191.25,13.54,1.8
Montemor-o-Novo,Ponte da Barca,351.06,48.18,1.09
Eiras,Montemor-o-Novo,177.66,26.12,3.68
Alijó,Montemor-o-Novo,298.42,31.44,2.83
Montemor-o-Novo,Vendas Novas,21.01,2.33,3.93
Montemor-o-Novo,Portela,79.17,9.83,0.07
Costa de Caparica,Montemor-o-Novo,88.7,7.79,2.36
Montemor-o-Novo,Óbidos,113.5,13.24,2.36
Ansião,Montemor-o-Novo,141.87,15.35,2.85
Montemor-o-Novo,Santa Comba Dão,194.23,28.46,2.38
Calheta,Montemor-o-Novo,1041.77,62.07,1.61
Esmoriz,Montemor-o-Novo,259.13,16.01,0.57
Montemor-o-Novo,São João das Lampas,107.49,9.91,3.86
Montemor-o-Novo,Resende,272.98,25.83,0.86
Montemor-o-Novo,Vila Frescainha,322.75,24.44,0.09
Feira,Montemor-o-Novo,254.18,20.19,2.39
Avintes,Montemor-o-Novo,274.26,25.69,3.5
Montemor-o-Novo,Reguengos de Monsaraz,64.97,5.21,1.64
Montemor-o-Novo,Oliveirinha,219.74,13.93,1.35
Montemor-o-Novo,Valadares,273.73,19.87,3.95
Montemor-o-Novo,São Brás de Alportel,169.05,18.12,1.44
Montemor-o-Novo,Santo André,81.52,6.46,0.36
Montemor-o-Novo,Murtosa,234.51,22.14,1.06
Montemor-o-Novo,São João de Ver,257.37,20.34,4.53
Grijó,Montemor-o-Novo,266.16,20.18,1.6
Montemor-o-Novo,Vouzela,230.35,13.94,0.07
Montalegre,Montemor-o-Novo,354.29,32.03,2.83
Cunha Alta,Montemor-o-Novo,221.3,20.91,2.0
Melres,Montemor-o-Novo,268.99,18.78,1.75
Montemor-o-Novo,Vila Franca do Campo,1509.73,116.54,1.2
Estreito de Câmara de Lobos,Montemor-o-Novo,1033.92,52.5,1.8
Montemor-o-Novo,Oliveira de Frades,231.12,18.33,3.27
Ericeira,Montemor-o-Novo,109.75,8.17,3.63
Moimenta da Beira,Montemor-o-Novo,263.97,13.7,2.78
Montemor-o-Novo,Sobral de Monte Agraço,90.69,5.24,4.74
Montemor-o-Novo,Setúbal,60.52,3.34,0.49
Montemor-o-Novo,Praia do Carvoeiro,173.44,17.58,2.47
Montemor-o-Novo,Santa Clara,172.13,18.41,3.68
Maceira,Montemor-o-Novo,129.65,8.34,4.96
Montemor-o-Novo,Trancoso,248.24,19.33,1.38
Carregal do Sal,Montemor-o-Novo,198.87,17.04,1.2
Idanha-a-Nova,Montemor-o-Novo,164.37,16.89,1.88
Guifões,Montemor-o-Novo,285.84,30.93,3.57
Montemor-o-Novo,Pinhel,256.56,38.32,1.98
Montemor-o-Novo,Mortágua,193.71,24.3,3.03
Montemor-o-Novo,Tavarede,176.82,16.42,2.11
Aljustrel,Montemor-o-Novo,85.87,11.22,1.76
Melgaço,Montemor-o-Novo,384.97,34.28,3.66
Montemor-o-Novo,Paredes de Coura,363.28,26.37,3.66
Gondizalves,Montemor-o-Novo,321.83,28.81,3.56
Montemor-o-Novo,Rebordosa,285.5,38.62,2.72
Montemor-o-Novo,Vinhais,366.54,30.17,0.18
Carregado,Montemor-o-Novo,76.8,4.96,2.06
Caxias,Montemor-o-Novo,92.98,7.8,2.18
Almargem,Montemor-o-Novo,94.27,7.01,2.4
Aver-o-Mar,Montemor-o-Novo,309.39,38.86,0.47
Montemor-o-Novo,Vila Nova de Cerveira,368.07,51.8,0.02
Montemor-o-Novo,Ponta do Sol,1041.25,142.62,4.52
Montemor-o-Novo,Rabo de Peixe,1521.36,92.9,2.13
Lourosa,Montemor-o-Novo,260.64,18.45,1.45
Ferreira do Zêzere,Montemor-o-Novo,116.71,7.72,4.53
Montemor-o-Novo,Torre de Moncorvo,297.89,18.4,3.43
Chamusca,Montemor-o-Novo,82.01,8.58,4.66
Condeixa-a-Nova,Peso da Régua,130.85,11.86,0.63
Peso da Régua,São Pedro do Sul,51.5,2.91,1.94
Peso da Régua,Sobrado de Paiva,43.06,5.38,4.79
Peso da Régua,Ponte de Sôr,213.51,11.37,3.01
Cabeceiras de Basto,Peso da Régua,43.05,6.33,3.52
Peso da Régua,Quarteira,455.27,51.16,0.02
Peso da Régua,Sertã,153.57,10.87,1.19
Batalha,Peso da Régua,188.62,19.76,1.57
Macedo de Cavaleiros,Peso da Régua,81.36,5.12,3.36
Peso da Régua,Ramada,288.06,32.12,1.64
Peso da Régua,Serpa,359.04,45.09,0.85
Castro Daire,Peso da Régua,31.65,3.56,0.53
Penacova,Peso da Régua,107.43,12.94,0.39
Moura,Peso da Régua,336.95,39.27,2.35
Peso da Régua,Sobreda,303.7,29.32,4.28
Nazaré,Peso da Régua,204.69,22.51,1.23
Grândola,Peso da Régua,338.26,31.58,4.22
Anta,Peso da Régua,72.35,6.45,4.01
Falagueira,Peso da Régua,293.83,28.54,1.62
Cadaval,Peso da Régua,239.97,24.48,3.21
Peso da Régua,Valbom,65.37,4.51,2.11
Horta,Peso da Régua,1803.16,137.64,4.75
Estremoz,Peso da Régua,258.28,34.87,4.64
Peso da Régua,Sines,368.01,42.91,3.27
Peso da Régua,São Martinho do Bispo,120.83,8.22,2.34
Peso da Régua,Valença,119.13,16.62,1.05
Gouveia,Peso da Régua,75.35,7.26,4.31
Nelas,Peso da Régua,71.98,3.77,4.21
Gafanha da Nazaré,Peso da Régua,97.84,12.24,1.27
Alcanena,Peso da Régua,203.49,28.95,4.48
Arruda dos Vinhos,Peso da Régua,265.45,24.72,1.18
Peso da Régua,Ribeira Brava,1251.82,110.18,1.22
Aldeia de Paio Pires,Peso da Régua,302.32,17.17,4.86
Fátima,Peso da Régua,186.26,25.72,1.15
Bombarral,Peso da Régua,240.63,24.94,4.44
Peso da Régua,Vila Pouca de Aguiar,37.86,4.43,4.04
Miranda do Corvo,Peso da Régua,126.73,9.59,0.24
Lamaçães,Peso da Régua,66.04,9.44,3.3
Alcácer do Sal,Peso da Régua,316.0,33.98,1.02
Peso da Régua,Vieira do Minho,59.62,8.22,1.91
Moreira,Peso da Régua,72.81,9.81,2.97
Aldoar,Peso da Régua,73.7,5.52,2.73
Peso da Régua,São Félix da Marinha,71.54,8.18,1.02
Peso da Régua,Sabugal,107.73,8.95,2.31
Mira,Peso da Régua,114.23,10.48,1.38
Peso da Régua,Sátão,48.13,6.32,0.52
Arcozelo,Peso da Régua,72.43,3.85,3.76
Peso da Régua,Sever do Vouga,69.46,4.01,3.17
Arganil,Peso da Régua,107.3,15.33,1.41
Peso da Régua,Tábua,90.82,7.65,2.8
Peso da Régua,Ponte da Barca,88.87,7.88,1.87
Eiras,Peso da Régua,115.51,9.45,4.6
Alijó,Peso da Régua,29.19,4.04,2.18
Peso da Régua,Vendas Novas,281.76,31.56,0.32
Peso da Régua,Portela,287.42,22.07,0.05
Costa de Caparica,Peso da Régua,305.77,15.42,1.47
Peso da Régua,Óbidos,231.39,12.64,2.3
Ansião,Peso da Régua,148.79,17.02,4.25
Peso da Régua,Santa Comba Dão,89.72,9.1,0.44
Calheta,Peso da Régua,1252.58,99.72,0.69
Esmoriz,Peso da Régua,74.1,7.5,2.27
Peso da Régua,São João das Lampas,290.24,17.34,2.81
Peso da Régua,Resende,15.23,1.46,3.71
Peso da Régua,Vila Frescainha,82.5,12.25,0.99
Feira,Peso da Régua,68.66,6.14,0.43
Avintes,Peso da Régua,64.33,6.11,0.91
Peso da Régua,Reguengos de Monsaraz,305.73,15.76,4.72
Oliveirinha,Peso da Régua,91.53,7.48,3.4
Peso da Régua,Valadares,71.81,3.65,3.66
Peso da Régua,São Brás de Alportel,445.61,44.76,2.63
Peso da Régua,Santo André,354.23,22.09,4.35
Murtosa,Peso da Régua,85.78,8.52,1.46
Peso da Régua,São João de Ver,68.14,9.01,0.19
Grijó,Peso da Régua,68.19,8.75,2.69
Peso da Régua,Vouzela,55.94,5.89,2.07
Montalegre,Peso da Régua,73.38,5.63,4.08
Cunha Alta,Peso da Régua,62.87,3.49,3.59
Melres,Peso da Régua,52.24,3.83,0.11
Peso da Régua,Vila Franca do Campo,1563.37,174.05,2.06
Estreito de Câmara de Lobos,Peso da Régua,1247.6,147.28,0.03
Oliveira de Frades,Peso da Régua,58.01,7.08,4.06
Ericeira,Peso da Régua,280.96,18.57,4.91
Moimenta da Beira,Peso da Régua,24.85,1.3,4.76
Peso da Régua,Sobral de Monte Agraço,265.09,36.55,0.46
Peso da Régua,Setúbal,307.84,28.52,1.49
Peso da Régua,Praia do Carvoeiro,454.87,39.27,2.2
Peso da Régua,Santa Clara,121.13,7.03,4.71
Maceira,Peso da Régua,188.84,18.52,1.96
Peso da Régua,Trancoso,56.08,3.84,1.6
Carregal do Sal,Peso da Régua,82.99,10.01,2.87
Idanha-a-Nova,Peso da Régua,145.8,12.03,1.71
Guifões,Peso da Régua,73.62,6.45,2.19
Peso da Régua,Pinhel,74.0,10.16,3.11
Mortágua,Peso da Régua,93.2,12.6,4.65
Peso da Régua,Tavarede,142.19,10.9,4.19
Aljustrel,Peso da Régua,366.23,41.17,2.29
Melgaço,Peso da Régua,113.13,14.11,1.28
Paredes de Coura,Peso da Régua,105.05,6.73,1.08
Gondizalves,Peso da Régua,69.89,6.9,1.14
Peso da Régua,Rebordosa,52.99,4.93,2.78
Peso da Régua,Vinhais,98.03,12.37,2.62
Carregado,Peso da Régua,258.63,34.33,0.86
Caxias,Peso da Régua,301.84,35.05,2.68
Almargem,Peso da Régua,286.58,35.8,2.4
Aver-o-Mar,Peso da Régua,86.34,4.78,2.94
Peso da Régua,Vila Nova de Cerveira,117.46,17.0,0.8
Peso da Régua,Ponta do Sol,1253.41,104.02,1.96
Peso da Régua,Rabo de Peixe,1572.58,170.32,2.7
Lourosa,Peso da Régua,67.0,8.02,1.76
Ferreira do Zêzere,Peso da Régua,167.8,9.43,4.7
Peso da Régua,Torre de Moncorvo,55.17,3.51,3.69
Chamusca,Peso da Régua,208.76,19.95,4.06
Condeixa-a-Nova,São Pedro do Sul,79.35,5.14,3.7
Condeixa-a-Nova,Sobrado de Paiva,104.73,10.72,1.54
Condeixa-a-Nova,Ponte de Sôr,105.24,9.43,1.24
Cabeceiras de Basto,Condeixa-a-Nova,161.09,17.21,2.0
Condeixa-a-Nova,Quarteira,340.05,17.11,3.86
Condeixa-a-Nova,Sertã,48.96,3.15,4.69
Batalha,Condeixa-a-Nova,57.79,6.57,4.97
Condeixa-a-Nova,Macedo de Cavaleiros,204.55,15.77,4.44
Condeixa-a-Nova,Ramada,157.45,8.75,2.32
Condeixa-a-Nova,Serpa,255.06,31.21,1.07
Castro Daire,Condeixa-a-Nova,99.36,13.83,4.52
Condeixa-a-Nova,Penacova,25.92,2.52,4.09
Condeixa-a-Nova,Moura,237.5,32.3,0.45
Condeixa-a-Nova,Sobreda,173.38,11.06,2.99
Condeixa-a-Nova,Nazaré,75.12,6.73,4.09
Condeixa-a-Nova,Grândola,215.45,31.24,4.93
Anta,Condeixa-a-Nova,99.46,12.43,2.12
